"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"1162","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Male","AI/ML","2","0","3","5","2","5","4",18,26,31532,0,3,1
"1163","Some Travel","Sales","CA","Divorced","No","No","Business","White","Male","Sales","3","3","5","2","2","2","4",31,11,155386,2,1,0
"1164","No Travel ","Technology","CA","Divorced","Yes","No","STEM","White","Female","Software Engineer","2","1","3","2","4","3","4",20,45,28262,0,1,0
"1165","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Male","Sales","3","1","3","5","3","2","3",22,32,52318,4,1,0
"1166","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Male","Management","4","2","4","2","3","5","2",41,7,273211,4,2,3
"1167","Frequent Traveller","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","2","1","4","4","5","4","4",33,30,200350,5,2,0
"1168","Some Travel","Technology","IL","Married","No","No","STEM","White","Female","AI/ML","4","1","5","2","3","4","4",38,39,83590,3,1,1
"1169","Some Travel","Sales","CA","Single","No","No","Business","White","Male","Sales","4","0","4","2","5","4","4",42,26,91179,9,2,1
"1170","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Male","AI/ML","1","2","3","5","4","5","5",24,16,55814,4,2,2
"1171","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","2","1","5","5","3","5","3",27,34,129366,5,1,1
"1172","Some Travel","Sales","CA","Single","No","Yes","Business","Black","Male","Sales","3","0","4","4","4","2","3",31,10,110076,8,3,1
"1173","Some Travel","Sales","IL","Single","Yes","No","Business","White","Male","Sales","2","0","3","5","3","3","4",29,18,225330,0,1,3
"1174","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","4","2","3","4","3","4","5",20,37,35654,2,2,3
"1175","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","3","3","5","2","2","5","3",24,33,81974,1,1,0
"1176","Some Travel","Human Resources","NY","Married","No","No","HR","Mixed/Other","Female","HR","3","1","4","2","2","3","3",30,19,97153,6,3,1
"1177","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","2","1","5","5","3","5","5",22,14,28989,2,1,1
"1178","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","4","0","5","3","4","3","3",45,5,241664,1,1,0
"1179","Some Travel","Technology","NY","Single","No","No","STEM","Mixed/Other","Male","AI/ML","1","0","2","2","2","4","2",42,5,47461,7,3,0
"1180","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Male","Software Engineer","1","1","4","3","4","4","4",26,20,207687,5,1,1
"1181","Some Travel","Sales","IL","Married","No","No","Business","White","Female","Sales","3","1","3","3","4","5","5",23,5,69678,0,1,0
"1182","Some Travel","Technology","CA","Single","No","No","Business","White","Male","Software Engineer","3","0","4","4","3","1","5",24,30,26363,6,1,0
"1183","Some Travel","Technology","CA","Single","Yes","No","Business","Mixed/Other","Female","AI/ML","3","0","4","5","3","2","4",21,8,36534,0,1,0
"1184","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","AI/ML","3","2","2","3","4","1","3",25,20,27673,3,2,2
"1185","Some Travel","Technology","NY","Married","No","Yes","STEM","Mixed/Other","Female","Software Engineer","2","1","4","3","3","5","4",25,20,43438,7,1,3
"1186","Some Travel","Sales","CA","Divorced","Yes","Yes","Business","White","Male","Sales","3","1","3","4","3","3","5",20,8,27060,0,3,2
"1187","Some Travel","Technology","CA","Married","Yes","No","STEM","Mixed/Other","Female","Software Engineer","4","1","3","3","3","4","4",41,18,268964,1,1,1
"1188","Some Travel","Technology","CA","Divorced","Yes","No","Other","White","Male","AI/ML","3","1","3","3","5","4","4",26,5,49045,0,1,2
"1189","Some Travel","Sales","CA","Single","No","No","Business","Black","Other","Sales","4","0","4","4","3","2","3",35,26,98435,9,1,1
"1190","Some Travel","Human Resources","NY","Married","No","No","HR","White","Female","HR","3","1","2","2","2","1","4",28,31,96807,2,2,1
"1191","Frequent Traveller","Technology","NY","Single","Yes","No","STEM","White","Female","AI/ML","3","0","3","2","3","4","4",20,31,37361,0,3,0
"1192","Frequent Traveller","Technology","NY","Married","Yes","No","STEM","White","Male","Software Engineer","3","0","1","1","3","3","3",42,28,264513,0,2,0
"1193","Frequent Traveller","Sales","NY","Married","No","No","Business","Black","Male","Sales","3","1","3","4","2","2","3",24,44,41741,1,1,0
"1194","Some Travel","Sales","IL","Single","No","Yes","Business","White","Female","Sales","4","0","5","5","4","4","4",28,18,134427,9,3,1
"1195","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","1","0","4","3","4","4","4",28,32,52528,4,1,1
"1196","Frequent Traveller","Technology","NY","Married","No","No","STEM","Asian","Female","Software Engineer","1","1","4","5","4","5","4",45,19,136521,6,1,2
"1197","Some Travel","Sales","CA","Single","No","No","Business","Black","Female","Management","4","0","4","4","4","4","5",35,36,396470,3,3,2
"1198","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","1","3","3","4","5","4","2",25,21,64398,3,3,3
"1199","Frequent Traveller","Sales","CA","Married","No","No","STEM","Mixed/Other","Female","Sales","3","1","4","3","4","4","4",47,19,46684,9,1,2
"1200","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","4","5","4","3",21,17,44940,3,3,0
"1201","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","2","2","3","4","2","2","5",47,17,46514,9,2,0
"1202","Frequent Traveller","Technology","CA","Single","No","No","Business","White","Female","Software Engineer","4","0","4","4","2","2","5",24,26,133949,6,2,1
"1203","Some Travel","Sales","CA","Single","No","No","Other","White","Female","Sales","3","0","4","5","4","3","2",23,19,27185,4,1,0
"1204","Some Travel","Technology","IL","Married","Yes","Yes","STEM","Black","Male","AI/ML","3","0","5","4","2","5","4",25,22,21350,3,2,3
"1205","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","1","0","4","4","5","2","5",26,3,56892,3,3,1
"1206","Some Travel","Technology","NY","Divorced","Yes","Yes","Other","Black","Male","AI/ML","4","1","3","2","2","3","3",44,4,85523,4,3,1
"1207","Some Travel","Technology","CA","Single","No","No","Business","White","Male","Software Engineer","4","0","3","4","3","4","5",23,37,57603,1,3,1
"1208","Some Travel","Technology","CA","Single","No","No","Other","White","Female","AI/ML","2","0","5","4","4","2","2",21,2,31254,1,3,0
"1209","Some Travel","Sales","CA","Single","No","Yes","Business","White","Female","Sales","2","0","4","5","2","5","2",24,16,43158,5,1,1
"1210","Some Travel","Technology","IL","Married","Yes","Yes","STEM","White","Other","Software Engineer","3","1","4","5","3","4","3",21,37,41476,0,2,1
"1211","Some Travel","Sales","NY","Divorced","No","No","Business","White","Male","Sales","4","2","3","4","2","3","3",23,23,53590,2,1,1
"1212","Some Travel","Technology","NY","Single","No","No","Other","White","Male","AI/ML","3","0","5","5","5","5","2",24,7,121470,2,2,2
"1213","Some Travel","Human Resources","CA","Married","No","No","Business","Mixed/Other","Female","HR","3","2","4","4","5","4","5",25,31,48797,4,2,1
"1214","Some Travel","Technology","CA","Married","No","Yes","STEM","Mixed/Other","Male","Software Engineer","5","1","3","4","3","2","4",25,21,46362,4,1,0
"1215","Frequent Traveller","Technology","NY","Married","No","No","Other","White","Female","AI/ML","3","1","3","5","4","5","3",27,4,27550,6,1,1
"1216","Some Travel","Technology","CA","Married","No","Yes","Business","White","Male","Software Engineer","4","1","5","2","2","5","3",22,42,51272,0,1,1
"1217","Frequent Traveller","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","4","1","5","5","2","4","4",37,14,99936,10,2,0
"1218","Some Travel","Sales","IL","Married","No","No","Business","Black","Male","Sales","4","2","3","2","3","2","3",21,21,33641,3,2,0
"1219","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Male","Sales","4","0","3","5","3","5","3",40,37,226512,1,2,1
"1220","Some Travel","Sales","IL","Married","Yes","No","Business","Asian","Male","Sales","2","0","3","4","3","3","4",29,12,97794,1,1,1
"1221","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","Software Engineer","4","0","4","3","4","5","3",20,34,22925,0,3,0
"1222","Some Travel","Technology","NY","Married","No","No","STEM","White","Other","Software Engineer","2","1","5","2","4","3","2",27,5,26542,7,2,0
"1223","No Travel ","Sales","CA","Divorced","No","No","Business","Asian","Female","Sales","4","1","3","4","3","5","4",32,23,237749,6,1,1
"1224","Frequent Traveller","Human Resources","NY","Single","Yes","Yes","Business","White","Female","HR","4","1","2","4","4","3","3",19,31,36832,0,2,0
"1225","Some Travel","Sales","CA","Single","Yes","Yes","Business","Asian","Male","Sales","2","0","4","1","3","1","4",24,16,29128,0,1,1
"1226","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","Management","3","1","5","2","3","3","4",47,8,287710,8,3,0
"1227","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","Black","Male","AI/ML","2","3","3","4","5","3","2",29,17,129703,6,2,0
"1228","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","3","1","5","2","3","5","3",22,24,44076,1,2,2
"1229","Some Travel","Sales","NY","Single","No","No","Business","White","Female","Sales","2","0","5","4","5","2","2",23,34,88382,3,2,3
"1230","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","3","0","4","3","2","4","3",22,16,70202,0,1,0
"1231","Some Travel","Technology","CA","Married","Yes","No","Business","White","Female","Software Engineer","5","0","4","2","3","1","2",21,6,25149,1,1,0
"1232","Some Travel","Sales","IL","Divorced","No","No","Business","Black","Male","Management","4","1","3","4","5","4","5",26,17,290774,5,1,2
"1233","Some Travel","Technology","IL","Divorced","No","No","STEM","White","Female","Software Engineer","3","2","3","3","4","3","4",26,16,25110,5,3,0
"1234","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","4","1","2","1","2","2","5",25,30,106738,5,1,1
"1235","Frequent Traveller","Human Resources","CA","Married","Yes","No","HR","Mixed/Other","Female","HR","3","0","4","5","2","3","4",25,3,23547,2,2,1
"1236","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","Asian","Female","AI/ML","4","0","3","3","4","3","3",36,6,51050,7,1,1
"1237","Some Travel","Technology","CA","Married","No","No","STEM","Black","Male","AI/ML","2","0","4","5","5","2","4",38,18,89362,9,2,1
"1238","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","1","0","3","3","2","3","3",23,7,27360,3,1,1
"1239","Some Travel","Technology","CA","Married","No","No","Business","Mixed/Other","Female","AI/ML","3","1","5","3","4","2","4",36,14,251681,3,3,0
"1240","Frequent Traveller","Technology","NY","Single","Yes","Yes","STEM","Mixed/Other","Male","AI/ML","3","0","5","5","3","3","2",28,5,76133,1,2,0
"1241","Frequent Traveller","Technology","IL","Divorced","No","No","STEM","White","Male","AI/ML","2","1","5","3","4","4","4",24,15,63078,5,1,0
"1242","Some Travel","Technology","CA","Divorced","No","No","Other","White","Male","AI/ML","2","2","3","4","4","5","4",23,5,77420,4,1,1
"1243","Some Travel","Technology","IL","Married","No","No","Business","Black","Male","Software Engineer","4","1","4","3","2","4","2",32,22,72688,3,2,1
"1244","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","Software Engineer","1","0","4","4","5","2","3",21,16,22515,0,3,2
"1245","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Other","Software Engineer","4","0","3","3","5","5","2",21,29,61345,0,3,1
"1246","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Management","2","1","4","2","3","3","2",48,35,314656,8,3,2
"1247","Some Travel","Human Resources","CA","Married","No","No","Business","White","Other","HR","3","2","3","4","4","4","4",23,45,99052,4,2,0
"1248","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","3","2","4","3","4",40,26,120858,9,1,2
"1249","Some Travel","Technology","CA","Single","No","Yes","STEM","Black","Male","AI/ML","4","0","5","4","4","5","4",43,17,130848,8,2,3
"1250","No Travel ","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","1","0","4","4","4","4","2",27,12,105398,7,2,0
"1251","Frequent Traveller","Sales","CA","Single","Yes","No","STEM","White","Male","Sales","3","0","4","3","3","5","4",27,16,50559,5,3,3
"1252","Some Travel","Technology","CA","Single","No","No","STEM","Asian","Female","AI/ML","3","0","3","3","5","5","3",36,17,72118,7,3,0
"1253","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","1","0","4","5","3","5","3",40,17,41601,9,2,0
"1254","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","3","1","4","4","4","4","4",43,10,43211,6,1,0
"1255","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","AI/ML","3","1","5","4","5","3","4",23,12,27347,0,1,0
"1256","Some Travel","Sales","NY","Single","No","No","Business","Black","Female","Sales","3","0","4","3","3","5","2",48,4,55880,6,1,2
"1257","No Travel ","Sales","NY","Single","No","Yes","Business","Mixed/Other","Female","Sales","2","0","4","5","5","4","2",33,41,193190,3,1,1
"1258","Frequent Traveller","Technology","IL","Divorced","No","No","STEM","Asian","Other","AI/ML","3","1","5","3","3","3","3",21,29,64887,3,3,2
"1259","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Female","Software Engineer","3","3","2","1","3","4","3",22,45,80975,4,3,2
"1260","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Male","Software Engineer","4","1","4","2","5","4","3",32,30,48377,5,1,1
"1261","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","AI/ML","4","2","3","3","3","2","3",23,27,47046,2,2,0
"1262","No Travel ","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","2","1","5","3","5","4","4",24,25,40342,3,1,3
"1263","Some Travel","Technology","NY","Married","No","No","STEM","White","Other","AI/ML","4","1","5","2","2","5","4",28,42,85987,1,2,2
"1264","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","3","2","2","1","2",23,29,25500,5,1,0
"1265","Some Travel","Technology","IL","Divorced","No","Yes","Business","White","Female","AI/ML","3","1","4","2","5","5","5",23,4,106418,3,3,0
"1266","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","Management","3","0","3","2","5","5","4",31,42,442820,2,3,2
"1267","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","2","4","3","2","5","4",25,42,70068,6,2,1
"1268","Frequent Traveller","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","1","0","2","3","2","3","4",22,21,34193,4,1,2
"1269","Some Travel","Technology","IL","Married","No","No","STEM","Mixed/Other","Male","AI/ML","3","2","5","5","4","2","4",44,4,74172,9,2,2
"1270","Frequent Traveller","Technology","IL","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","2","3","3","2","3",29,12,72057,8,1,0
"1271","Some Travel","Technology","CA","Married","No","No","STEM","Black","Female","AI/ML","3","0","4","2","2","3","5",26,33,34805,5,3,1
"1272","Frequent Traveller","Technology","CA","Married","No","No","Other","Black","Female","AI/ML","4","1","3","4","4","3","5",25,15,31931,1,3,2
"1273","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Female","Sales","1","0","5","5","2","2","4",27,21,22648,0,3,0
"1274","Some Travel","Technology","IL","Divorced","No","Yes","STEM","White","Female","AI/ML","1","3","4","3","2","2","3",45,2,64795,8,2,2
"1275","Some Travel","Technology","IL","Single","Yes","Yes","Business","White","Male","AI/ML","4","0","1","1","4","2","4",30,19,96187,0,1,3
"1276","Some Travel","Technology","CA","Divorced","No","No","Other","White","Female","AI/ML","3","2","5","5","3","4","4",22,36,57686,4,1,1
